time_s,diameter
11.32591063,94.09365797
11.3564387,93.73646172
11.38696673,93.48014507
11.4174948,93.31489068
11.44802287,93.21242052
11.47855093,93.13356332
11.509079,93.03701859
11.53960707,92.8877958
11.5701351,92.66396385
11.60066317,92.36070752
11.63119123,91.9911855
11.6617193,91.58423081
11.69224737,91.17944016
11.72277543,90.82058811
11.75330347,90.54852078
11.78383153,90.49462385
11.8143596,90.49462385
11.84488767,90.49462385
11.87541573,90.73370481
11.9059438,91.06488226
11.93647183,91.45076578
11.9669999,91.85143449
11.99752797,92.23063941
12.02805603,92.56119162
12.0585841,92.82869237
12.08911217,93.03303993
12.1196402,93.18750887
12.15016827,93.31558517
12.18069633,93.44609683
12.2112244,93.60744915
12.24175247,93.82191778
12.27228053,94.10094586
12.30280857,94.44223592
12.33333663,94.82914375
12.3638647,95.2325132
12.39439277,95.6146947
12.42492083,95.93512875
12.45544887,96.15660801
12.48597693,96.15660801
12.516505,96.15660801
12.54703307,96.02004126
12.57756113,95.71548423
12.6080892,95.3238891
12.63861723,94.88707516
12.6691453,94.44989356
12.69967337,94.0537229
12.73020143,93.73064444
12.7607295,93.49925007
12.79125757,93.36274941
12.8217856,93.35393254
12.85231367,93.35393254
12.88284173,93.35393254
12.9133698,93.35794961
12.94389787,93.35794961
12.97442593,93.35794961
13.00495397,93.2631906
13.03548203,93.11602866
13.0660101,92.92803723
13.09653817,92.71596838
13.12706623,92.49744692
13.1575943,92.28696538
13.18812233,92.09310261
13.2186504,91.91760802
13.24917847,91.75656433
13.27970653,91.60334946
13.3102346,91.45266603
13.34076267,91.30459497
13.3712907,91.16753304
13.40181877,91.05902916
13.43234683,91.05902916
13.4628749,91.05902916
13.49340297,91.1601103
13.52393103,91.4068009
13.55445907,91.76292884
13.58498713,92.19795711
13.6155152,92.65654517
13.64604327,93.06192411
13.67657133,93.06432439
13.70709937,93.06432439
13.73762743,93.06432439
13.7681555,92.41229978
13.79868357,91.38250295
13.82921163,90.00908147
13.8597397,88.37382798
13.89026773,86.60019505
13.9207958,84.84064097
13.95132387,83.25882881
13.98185193,82.00912998
14.01238,81.25929714
14.04290807,81.25929714
14.0734361,81.25929714
14.10396417,82.0775339
14.13449223,83.32012835
14.1650203,84.85063288
14.19554837,86.50824995
14.22607643,88.12884466
14.25660447,89.56566564
14.28713253,90.70677909
14.3176606,91.48682152
14.34818867,91.75173463
14.37871673,91.75173463
14.4092448,91.75173463
14.43977283,91.37866689
14.4703009,90.94299894
14.50082897,90.54354483
14.53135703,90.25750156
14.5618851,90.25750156
14.59241317,90.25750156
14.6229412,90.37065429
14.65346927,90.66702717
14.68399733,91.00072479
14.7145254,91.3024921
14.74505347,91.47568687
14.77558153,91.47568687
14.80610957,91.47568687
14.83663763,91.21047051
14.8671657,90.80341374
14.89769377,90.29663982
14.92822183,89.74389115
14.95874987,89.2025808
14.98927793,88.72612063
15.019806,88.35762176
15.05033407,88.12572894
15.08086213,88.12572894
15.1113902,88.12572894
15.14191823,88.29995729
15.1724463,88.59930149
15.20297437,88.97498002
15.23350243,89.39705268
15.2640305,89.83803988
15.29455857,90.27476382
15.3250866,90.68890068
15.35561467,91.06645405
15.38614273,91.39654678
15.4166708,91.67001532
15.44719887,91.87827017
15.47772693,92.01276999
15.50825497,92.01276999
15.53878303,92.01276999
15.5693111,91.89936314
15.59983917,91.67716164
15.63036723,91.3684671
15.6608953,90.98612549
15.69142333,90.54942916
15.7219514,90.08289893
15.75247947,89.61410344
15.78300753,89.17077098
15.8135356,88.77758409
15.84406367,88.45311687
15.8745917,88.20736841
15.90511977,88.04026511
15.93564783,87.94136666
15.9661759,87.89083756
15.99670397,87.86156855
16.02723203,87.82217663
16.05776007,87.74050232
16.08828813,87.58717201
16.1188162,87.33880462
16.14934427,86.98050992
16.17987233,86.507435
16.21040037,85.92524604
16.24092843,85.24956384
16.2714565,84.50448506
16.30198457,83.72040364
16.33251263,82.93139225
16.3630407,82.17241387
16.39356873,81.47661326
16.4240968,80.87290009
16.45462487,80.3839871
16.48515293,80.02499948
16.515681,79.80272784
16.54620907,79.80272784
16.5767371,79.80272784
16.60726517,79.90235516
16.63779323,80.1396665
16.6683213,80.44281038
16.69884937,80.78853422
16.72937743,81.15601992
16.75990547,81.52909724
16.79043353,81.89791728
16.8209616,82.25983869
16.85148967,82.61934994
16.88201773,82.9869606
16.9125458,83.37713171
16.94307383,83.80546189
16.9736019,84.28547745
17.00412997,84.82546836
17.03465803,85.42584603
17.0651861,86.07746214
17.09571417,86.76121875
17.1262422,87.44913068
17.15677027,88.10679476
17.18729833,88.6970074
17.2178264,89.18408676
17.24835447,89.53832976
17.27888253,89.67243965
17.30941057,89.67243965
17.33993863,89.67243965
17.3704667,89.43223977
17.40099477,89.09523768
17.43152283,88.70373624
17.46205087,88.30426885
17.49257893,87.9427401
17.523107,87.65977773
17.55363507,87.5376233
17.58416313,87.5376233
17.6146912,87.5376233
17.64521923,87.7629204
17.6757473,88.10396649
17.70627537,88.53745988
17.73680343,89.03600846
17.7673315,89.57161934
17.79785957,90.11875595
17.8283876,90.65659893
17.85891567,91.17030219
17.88944373,91.65120932
17.9199718,92.09615835
17.95049987,92.50613006
17.98102793,92.88456845
18.01155597,93.23571291
18.04208403,93.56323485
18.0726121,93.86937773
18.10314017,94.15467983
18.13366823,94.4182361
18.1641963,94.65835096
18.19472433,94.87336659
18.2252524,95.0624309
18.25578047,95.22599714
18.28630853,95.36591674
18.3168366,95.48508307
18.34736467,95.5866872
18.3778927,95.67323841
18.40842077,95.74556263
18.43894883,95.80201077
18.4694769,95.81838296
18.50000497,95.81838296
18.530533,95.81838296
18.56106107,95.74364181
18.59158913,95.61334561
18.6221172,95.42088596
18.65264527,95.16337747
18.68317333,94.84244914
18.71370137,94.46431652
18.74422943,94.03906413
18.7747575,93.57921181
18.80528557,93.09778082
18.83581363,92.60618851
18.8663417,92.11236028
18.89686973,91.61943944
18.9273978,91.12539449
18.95792587,90.62367914
18.98845393,90.1049139
19.018982,89.559361
19.04951007,88.9797922
19.0800381,88.36423529
19.11056617,87.71805649
19.14109423,87.05490417
19.1716223,86.39619999
19.20215037,85.76909558
19.23267843,85.20307931
19.26320647,84.7256744
19.29373453,84.35786951
19.3242626,84.11002871
19.35479067,83.98307813
19.38531873,83.98307813
19.4158468,83.98307813
19.44637483,84.0454602
19.4769029,84.0454602
19.50743097,84.0454602
19.53795903,83.93725033
19.5684871,83.68340586
19.59901517,83.29727834
19.6295432,82.79424422
19.66007127,82.20981015
19.69059933,81.59628927
19.7211274,81.01702046
19.75165547,80.53884513
19.7821835,80.26168446
19.81271157,80.26168446
19.84323963,80.26168446
19.8737677,80.65186068
19.90429577,81.27460482
19.93482383,82.09028509
19.96535187,83.04173657
19.99587993,84.06123323
20.026408,85.07863624
20.05693607,86.02958659
20.08746413,86.86262675
20.1179922,87.544318
20.14852023,88.06173733
20.1790483,88.42213733
20.20957637,88.64997185
20.24010443,88.78186184
20.2706325,88.86034386
20.30116057,88.92737074
20.3316886,89.01850532
20.36221667,89.15857753
20.39274473,89.3592977
20.4232728,89.61898593
20.45380087,89.92424581
20.48432893,90.25313564
20.51485697,90.57920949
20.54538503,90.87573752
20.5759131,91.11946776
20.60644117,91.29343991
20.63696923,91.34609878
20.6674973,91.34609878
20.69802533,91.34609878
20.7285534,91.22717804
20.75908147,91.06308853
20.78960953,90.87127748
20.8201376,90.66892072
20.85066567,90.47157296
20.8811937,90.29238492
20.91172177,90.14184919
20.94224983,90.0279472
20.9727779,89.95652178
21.00330597,89.95652178
21.033834,89.95652178
21.06436207,90.03152988
21.09489013,90.15786453
21.1254182,90.3339177
21.15594627,90.55666099
21.18647433,90.82111802
21.21700237,91.12028711
21.24753043,91.44525878
21.2780585,91.78554888
21.30858657,92.12962606
21.33911463,92.46557918
21.3696427,92.78185049
21.40017073,93.06795689
21.4306988,93.31513146
21.46122687,93.51683651
21.49175493,93.6691212
21.522283,93.77081617
21.55281107,93.80214068
21.5833391,93.80214068
21.61386717,93.80214068
21.64439523,93.7436725
21.6749233,93.66681719
21.70545137,93.58302905
21.73597943,93.50403536
21.76650747,93.4410884
21.79703553,93.43904771
21.8275636,93.43904771
21.85809167,93.43904771
21.88861973,93.51966903
21.9191478,93.64396815
21.94967583,93.81004547
21.9802039,94.01411572
22.01073197,94.25116641
22.04126003,94.51565875
22.0717881,94.80214404
22.10231617,95.10567831
22.1328442,95.42195058
22.16337227,95.74709273
22.19390033,96.07720244
22.2244284,96.40767316
22.25495647,96.73247628
22.2854845,97.04356782
22.31601257,97.3305899
22.34654063,97.58100215
22.3770687,97.78071496
22.40759677,97.9152125
22.43812483,97.9152125
22.46865287,97.9152125
22.49918093,97.80875914
22.529709,97.58411433
22.56023707,97.27002052
22.59076513,96.87951989
22.6212932,96.43161902
22.65182123,95.94973616
22.6823493,95.45950706
22.71287737,94.98621258
22.74340543,94.55216604
22.7739335,94.17442401
22.80446157,93.86315541
22.8349896,93.62092066
22.86551767,93.4429859
22.89604573,93.31864454
22.9265738,93.23336331
22.95710187,93.17143686
22.98762993,93.11874753
23.01815797,93.06520044
23.04868603,93.00644636
23.0792141,92.94461129
23.10974217,92.88790621
23.14027023,92.88583771
23.1707983,92.88583771
23.20132633,92.88583771
23.2318544,92.98745881
23.26238247,93.15431862
23.29291053,93.38515236
23.3234386,93.67108649
23.35396667,93.99635368
23.3844947,94.34008762
23.41502277,94.67893427
23.44555083,94.99009159
23.4760789,95.25432734
23.50660697,95.45853402
23.537135,95.59745562
23.56766307,95.67434953
23.59819113,95.67591445
23.6287192,95.67591445
23.65924727,95.6937175
23.68977533,95.6937175
23.72030337,95.6985563
23.75083143,95.77789244
23.7813595,95.91930427
23.81188757,96.12622742
23.84241563,96.39431956
23.8729437,96.71214109
23.90347173,97.06262564
23.9339998,97.42511109
23.96452787,97.7776458
23.99505593,98.0992703
24.025584,98.37199941
24.05611207,98.58228924
24.0866401,98.72185767
24.11716817,98.72185767
24.14769623,98.72185767
24.1782243,98.71104489
24.20875237,98.58299107
24.23928043,98.40815421
24.26980847,98.19685162
24.30033653,97.95875377
24.3308646,97.70240674
24.36139267,97.43515727
24.39192073,97.16341189
24.4224488,96.89310017
24.45297683,96.6301794
24.4835049,96.38102022
24.51403297,96.15254879
24.54456103,95.95208465
24.5750891,95.78688982
24.60561717,95.66351826
24.6361452,95.5871088
24.66667327,95.5871088
24.69720133,95.5871088
24.7277294,95.65906146
24.75825747,95.77840561
24.7887855,95.93826202
24.81931357,96.13281943
24.84984163,96.35611919
24.8803697,96.602326
24.91089777,96.86553468
24.94142583,97.13907107
24.97195387,97.4143804
25.00248193,97.67973583
25.03301,97.9191107
25.06353807,98.11161152
25.09406613,98.14202442
25.1245942,98.14202442
25.15512223,98.14202442
25.1856503,97.87883552
25.21617837,97.4455861
25.24670643,96.83891546
25.2772345,96.07225515
25.30776257,95.17811616
25.3382906,94.20815914
25.36881867,93.23064201
25.39934673,92.32520578
25.4298748,91.57537925
25.46040287,91.05958769
25.49093093,91.05958769
25.52145897,91.05958769
25.55198703,91.43451207
25.5825151,92.23572147
25.61304317,93.31360493
25.64357123,94.58781353
25.6740993,95.95850127
25.70462733,97.31674775
25.7351554,98.55609803
25.76568347,99.58368518
25.79621153,100.3294568
25.8267396,100.6195665
25.85726763,100.6195665
25.8877957,100.6195665
25.91832377,100.1279914
25.94885183,99.42859765
25.9793799,98.58988337
26.00990797,97.67895628
26.040436,96.75394987
26.07096407,95.85883181
26.10149213,95.02114454
26.1320202,94.25270165
26.16254827,93.552773
26.19307633,92.91290945
26.22360437,92.32234463
26.25413243,91.77289415
26.2846605,91.26244694
26.31518857,90.79646877
26.34571663,90.38735085
26.3762447,90.05185992
26.40677273,89.80730439
26.4373008,89.71484284
26.46782887,89.71484284
26.49835693,89.71484284
26.528885,89.88370311
26.55941307,90.12018806
26.5899411,90.39388472
26.62046917,90.67260769
26.65099723,90.92738204
26.6815253,91.13704689
26.71205337,91.2916455
26.74258143,91.39397657
26.77310947,91.45900288
26.80363753,91.51118954
26.8341656,91.58020752
26.86469367,91.69572442
26.89522173,91.88216231
26.9257498,92.15430673
26.95627783,92.51450011
26.9868059,92.95187691
27.01733397,93.44374643
27.04786203,93.95886514
27.0783901,94.46202793
27.10891813,94.91920035
27.1394462,95.3023453
27.16997427,95.59317567
27.20050233,95.78527157
27.2310304,95.87498179
27.26155847,95.87498179
27.2920865,95.87498179
27.32261457,95.81700179
27.35314263,95.7585418
27.3836707,95.7585418
27.41419877,95.7585418
27.44472683,95.76156084
27.47525487,95.84460116
27.50578293,95.96196893
27.536311,96.10272887
27.56683907,96.2550758
27.59736713,96.40892524
27.6278952,96.55780983
27.65842323,96.69977272
27.6889513,96.8371625
27.71947937,96.97545397
27.75000743,97.12140522
27.7805355,97.28098077
27.81106357,97.45750202
27.8415916,97.65042873
27.87211967,97.85503896
27.90264773,98.06308969
27.9331758,98.26433976
27.96370387,98.44863933
27.99423193,98.60816921
28.02475997,98.73937143
28.05528803,98.84415758
28.0858161,98.93010718
28.11634417,99.00955093
28.14687223,99.09764209
28.1774003,99.20971443
28.20792833,99.35837178
28.2384564,99.55082368
28.26898447,99.78696019
28.29951253,100.0585465
28.3300406,100.3497336
28.36056863,100.6388559
28.3910967,100.9012575
28.42162477,101.1127014
28.45215283,101.2528002
28.4826809,101.2528002
28.51320897,101.2528002
28.543737,101.151494
28.57426507,100.9556829
28.60479313,100.702879
28.6353212,100.4130378
28.66584927,100.1050979
28.69637733,99.79381049
28.72690537,99.48748014
28.75743343,99.18704772
28.7879615,98.8867056
28.81848957,98.57595602
28.84901763,98.24274987
28.8795457,97.87712871
28.91007373,97.47467786
28.9406018,97.03910589
28.97112987,96.58339964
29.00165793,96.12924344
29.032186,95.70469567
29.06271407,95.34043431
29.0932421,95.06515601
29.12377017,94.93790927
29.15429823,94.93790927
29.1848263,94.93790927
29.21535437,95.12202788
29.24588243,95.38377853
29.27641047,95.68677504
29.30693853,95.99068668
29.3374666,96.25665017
29.36799467,96.4523802
29.39852273,96.4637942
29.4290508,96.4637942
29.45957883,96.4637942
29.4901069,96.28518427
29.52063497,96.04350653
29.55116303,95.76124305
29.5816911,95.45810064
29.61221913,95.14734106
29.6427472,94.83389937
29.67327527,94.51473136
29.70380333,94.18138667
29.7343314,93.82433404
29.76485947,93.4381588
29.7953875,93.02649282
29.82591557,92.60548554
29.85644363,92.20480656
29.8869717,91.86557006
29.91749977,91.67333292
29.94802783,91.67333292
29.97855587,91.67333292
30.00908393,91.99266149
30.039612,92.50611236
30.07014007,93.17219474
30.10066813,93.9202023
30.1311962,94.65635862
30.16172423,95.27461464
30.1922523,95.48242229
30.22278037,95.48242229
30.25330843,95.48242229
30.2838365,94.83173105
30.31436457,93.84365209
30.3448926,92.60341202
30.37542067,91.23596461
30.40594873,89.8917549
30.4364768,88.72819796
30.46700487,87.88949277
30.49753293,87.88949277
30.52806097,87.88949277
30.55858903,88.20026643
30.5891171,89.27768111
30.61964517,90.7238668
30.65017323,92.40567265
30.6807013,94.17074294
30.71122933,95.86676838
30.7417574,97.35966297
30.77228547,98.54814922
30.80281353,99.37292637
30.8333416,99.7197759
30.86386963,99.7197759
30.8943977,99.7197759
30.92492577,99.31524809
30.95545383,98.79140663
30.9859819,98.23415609
31.01650997,97.71552087
31.047038,97.28731842
31.07756607,96.97877006
31.10809413,96.79775862
31.1386222,96.79775862
31.16915027,96.79775862
31.19967833,96.87423975
31.23020637,97.02337323
31.26073443,97.19367981
31.2912625,97.36788691
31.32179057,97.53455102
31.35231863,97.68685368
31.3828467,97.82065688
31.41337473,97.93250943
31.4439028,98.01819896
31.47443087,98.06090411
31.50495893,98.06090411
31.535487,98.06090411
31.56601507,97.98677041
31.5965431,97.86719418
31.62707117,97.70918616
31.65759923,97.52599393
31.6881273,97.33645963
31.71865537,97.16326786
31.74918343,97.03031076
31.77971147,97.03031076
31.81023953,97.03031076
31.8407676,97.06502033
31.87129567,97.25071924
31.90182373,97.51558372
31.9323518,97.84128459
31.96287983,98.20272523
31.9934079,98.57094486
32.02393597,98.91647255
32.05446403,99.21265994
32.0849921,99.43854332
32.11552013,99.58087445
32.1460482,99.58087445
32.17657627,99.58087445
32.20710433,99.50259776
32.2376324,99.34411684
32.26816047,99.14966154
32.2986885,98.93966345
32.32921657,98.73280037
32.35974463,98.54420416
32.3902727,98.38433688
32.42080077,98.25859619
32.45132883,98.16760529
32.48185687,98.10805627
32.51238493,98.07392003
32.542913,98.0578138
32.57344107,98.05232705
32.60396913,98.05114206
32.6344972,98.04983629
32.66502523,98.04631085
32.6955533,98.040843
32.72608137,98.040843
32.75660943,98.040843
32.7871375,98.04356808
32.81766557,98.06596593
32.8481936,98.1064369
32.87872167,98.16772525
32.90924973,98.25070046
32.9397778,98.35407765
32.97030587,98.47439306
33.00083393,98.60624936
33.03136197,98.74282293
33.06189003,98.87659797
33.0924181,99.00026333
33.12294617,99.10767878
33.15347423,99.19479339
33.18400227,99.26038481
33.21453033,99.30649003
33.2450584,99.33842005
33.27558647,99.36429307
33.30611453,99.39408179
33.3366426,99.4382423
33.36717063,99.50606546
33.3976987,99.60395447
33.42822677,99.73387157
33.45875483,99.89220384
33.4892829,100.0692671
33.51981097,100.2495985
33.550339,100.41309
33.58086707,100.5368993
33.61139513,100.5368993
33.6419232,100.5368993
33.67245127,100.4553186
33.70297933,100.2292343
33.73350737,99.8996665
33.76403543,99.47882423
33.7945635,98.98850469
33.82509157,98.45845615
33.85561963,97.92374575
33.8861477,97.42141152
33.91667573,96.98677645
33.9472038,96.64985204
33.97773187,96.43225413
34.00825993,96.43225413
34.038788,96.43225413
34.06931607,96.54736092
34.0998441,96.80263074
34.13037217,97.12344475
34.16090023,97.47571875
34.1914283,97.82472351
34.22195637,98.13872728
34.25248443,98.3922131
34.28301247,98.5683206
34.31354053,98.61511004
34.3440686,98.61511004
34.37459667,98.61511004
34.40512473,98.51134021
34.43565277,98.38537724
34.46618083,98.26396622
34.4967089,98.17225138
34.52723697,98.17225138
34.55776503,98.17225138
34.5882931,98.24708525
34.61882113,98.40820834
34.6493492,98.62731236
34.67987727,98.88856699
34.71040533,99.17251629
34.7409334,99.4586822
34.77146147,99.72812057
34.8019895,99.96558253
34.83251757,100.1609994
34.86304563,100.310115
34.8935737,100.4142202
34.92410177,100.4790805
34.95462983,100.5132702
34.98515787,100.5191788
35.01568593,100.5191788
35.046214,100.5191788
35.07674207,100.5071808
35.10727013,100.4888393
35.1377982,100.4597174
35.16832623,100.4136998
35.1988543,100.3447536
35.22938237,100.2488093
35.25991043,100.1254197
35.2904385,99.97888537
35.32096657,99.8186156
35.3514946,99.65861197
35.38202267,99.51610036
35.41255073,99.40947412
35.4430788,99.40947412
35.47360687,99.40947412
35.50413493,99.45441015
35.53466297,99.6133895
35.56519103,99.83657714
35.5957191,100.1072549
35.62624717,100.4021538
35.65677523,100.6937423
35.68730327,100.9531303
